,Name,Position,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total
6873,20 M. Aratore,LW,68.0,69.0,67.0,62.0,56.0,322.0
6874,J. Grimmer,RWB,75.0,73.0,79.0,80.0,50.0,357.0
6875,Juan Cruz,SUB,78.0,73.0,69.0,79.0,71.0,370.0
6876,21 V. Hernández,SUB,78.0,76.0,83.0,76.0,36.0,349.0
6877,17 M. Yeates,SUB,68.0,70.0,71.0,68.0,74.0,351.0
6878,21 R. van La Parra,SUB,79.0,75.0,75.0,58.0,58.0,345.0
6879,21 F. Ferreyra,SUB,63.0,64.0,75.0,62.0,58.0,322.0
6880,C. Teuchert,SUB,77.0,76.0,78.0,68.0,51.0,350.0
6881,E. Ojeda,CDM,63.0,65.0,67.0,76.0,63.0,334.0
6882,J. Bruma,RCB,52.0,65.0,50.0,53.0,80.0,300.0
6883,J. Siebatcheu,LS,67.0,65.0,64.0,72.0,50.0,318.0
6884,J. Musiala,SUB,80.0,73.0,87.0,60.0,46.0,346.0
6885,C. Dawson,RCB,48.0,53.0,56.0,72.0,76.0,305.0
6886,19 N. Pejčinović,CB,43.0,62.0,58.0,71.0,82.0,316.0
6887,M. Kaasa,RCM,72.0,68.0,81.0,69.0,48.0,338.0
6888,20 C. Solly,SUB,73.0,74.0,74.0,71.0,73.0,365.0
6889,B. Davies,LCB,68.0,69.0,65.0,65.0,65.0,332.0
6890,K. Mizunuma,SUB,62.0,66.0,78.0,79.0,49.0,334.0
6891,Abdu Conté,LB,75.0,76.0,68.0,73.0,72.0,364.0
6892,F. Kadioglu,LM,72.0,74.0,74.0,66.0,46.0,332.0
6893,S. Botman,LCB,57.0,63.0,59.0,82.0,79.0,340.0
6894,J. Braaf,RES,82.0,84.0,82.0,69.0,59.0,376.0
6895,D. Hoesen,SUB,71.0,71.0,74.0,73.0,58.0,347.0
6896,J. Morel,LDM,67.0,65.0,64.0,80.0,68.0,344.0
6897,J. Martínez,CDM,70.0,72.0,70.0,79.0,84.0,375.0
6898,L. López,SUB,55.0,67.0,64.0,63.0,77.0,326.0
6899,C. Halkett,CB,65.0,61.0,57.0,67.0,68.0,318.0
6900,D. Štefulj,SUB,70.0,74.0,58.0,76.0,62.0,340.0
6901,A. Hloušek,SUB,75.0,80.0,64.0,71.0,64.0,354.0
6902,A. Zapata,SUB,82.0,73.0,80.0,70.0,50.0,355.0
6903,K. Koizumi,RES,77.0,84.0,64.0,90.0,62.0,377.0
6904,N. Featherstone,CM,55.0,57.0,61.0,77.0,60.0,310.0
6905,Y. Kamiya,SUB,77.0,85.0,70.0,43.0,47.0,322.0
6906,Hong Jeong Ho,LCB,73.0,76.0,67.0,71.0,71.0,358.0
6907,J. Clarke-Harris,RS,76.0,78.0,69.0,75.0,68.0,366.0
6908,D. Schnegg,SUB,70.0,75.0,65.0,78.0,65.0,353.0
6909,M. Quiroga,LS,69.0,65.0,63.0,71.0,70.0,338.0
6910,C. Songkrasin,SUB,90.0,75.0,92.0,80.0,49.0,386.0
6911,20 S. Wagner,ST,53.0,60.0,54.0,69.0,86.0,322.0
6912,N. Bitton,SUB,51.0,52.0,44.0,65.0,62.0,274.0
6913,21 Henrique,SUB,66.0,68.0,63.0,63.0,68.0,328.0
6914,E. Martínez,LM,78.0,79.0,77.0,74.0,37.0,345.0
6915,21 M. Stępiński,LS,71.0,67.0,76.0,62.0,71.0,347.0
6916,David García,LCB,53.0,53.0,39.0,72.0,77.0,294.0
6917,J. Böðvarsson,SUB,63.0,75.0,61.0,78.0,52.0,329.0
6918,D. Grigore,LCB,62.0,61.0,52.0,65.0,78.0,318.0
6919,A. Jóhannsson,RES,71.0,65.0,70.0,58.0,50.0,314.0
6920,J. Houghton,CM,71.0,61.0,58.0,72.0,63.0,325.0
6921,A. Stach,SUB,66.0,71.0,49.0,78.0,64.0,328.0
6922,L. James,SUB,66.0,72.0,75.0,72.0,44.0,329.0
6923,21 H. Amin,LB,80.0,80.0,81.0,81.0,61.0,383.0
6924,T. Darikwa,LB,85.0,90.0,73.0,67.0,69.0,384.0
6925,B. Smith,LM,76.0,79.0,76.0,71.0,68.0,370.0
6926,F. Onyedinma,LW,86.0,88.0,79.0,70.0,57.0,380.0
6927,Fran Gámez,RB,79.0,81.0,63.0,77.0,62.0,362.0
6928,R. Amin,SUB,63.0,58.0,69.0,62.0,75.0,327.0
6929,S. Hutchinson,LCB,47.0,51.0,58.0,54.0,85.0,295.0
6930,21 D. Gibson,SUB,42.0,49.0,53.0,34.0,62.0,240.0
6931,S. Dembélé,LS,91.0,83.0,84.0,73.0,33.0,364.0
6932,21 Rafa Navarro,RES,76.0,73.0,76.0,65.0,61.0,351.0
6933,21 P. Ntep,SUB,78.0,80.0,70.0,58.0,66.0,352.0
6934,De Erjiaduo,SUB,72.0,69.0,65.0,64.0,67.0,337.0
6935,M. Portanova,RES,65.0,67.0,59.0,53.0,54.0,298.0
6936,21 B. Kuscevic,RES,71.0,69.0,75.0,74.0,71.0,360.0
6937,20 A. Tighadouini,RES,72.0,73.0,72.0,55.0,52.0,324.0
6938,M. Benatia,RCB,65.0,62.0,59.0,69.0,85.0,340.0
6939,L. Thompson,SUB,67.0,62.0,74.0,75.0,75.0,353.0
6940,21 H. Bazile,SUB,79.0,84.0,72.0,64.0,43.0,342.0
6941,21 J. Piquerez,LB,80.0,72.0,75.0,71.0,58.0,356.0
6942,T. Suslov,CAM,75.0,74.0,73.0,66.0,44.0,332.0
6943,Fali Candé,LB,71.0,75.0,64.0,70.0,62.0,342.0
6944,18 D. Díaz,SUB,37.0,33.0,47.0,58.0,90.0,265.0
6945,S. O'Donnell,RB,74.0,74.0,66.0,89.0,69.0,372.0
6946,L. Höler,RS,67.0,73.0,63.0,81.0,70.0,354.0
6947,N. Rukavytsya,SUB,85.0,91.0,79.0,62.0,42.0,359.0
6948,M. Demetriou,LCB,58.0,61.0,71.0,75.0,58.0,323.0
6949,Gavi,RES,70.0,66.0,79.0,52.0,68.0,335.0
6950,L. Hannant,SUB,76.0,75.0,60.0,80.0,74.0,365.0
6951,20 M. Bodmer,SUB,27.0,30.0,28.0,33.0,68.0,186.0
6952,Manu Barreiro,ST,51.0,59.0,70.0,73.0,56.0,309.0
6953,A. Trezza,LM,84.0,87.0,73.0,88.0,66.0,398.0
6954,Janio Bikel,RCM,71.0,70.0,82.0,83.0,82.0,388.0
6955,A. Yasin,RES,77.0,80.0,81.0,71.0,68.0,377.0
6956,N. Baden Frederiksen,RS,80.0,81.0,72.0,74.0,45.0,352.0
6957,T. Raschl,RES,67.0,66.0,74.0,69.0,61.0,337.0
6958,J. Mattock,SUB,67.0,70.0,66.0,70.0,64.0,337.0
6959,P. Sandler,RES,61.0,64.0,60.0,53.0,66.0,304.0
6960,Igor de Camargo,SUB,40.0,37.0,48.0,70.0,75.0,270.0
6961,Aitor,RM,81.0,79.0,82.0,68.0,51.0,361.0
6962,19 L. Ayçiçek,SUB,76.0,67.0,86.0,64.0,55.0,348.0
6963,I. Parlak,SUB,63.0,61.0,70.0,70.0,62.0,326.0
6964,J. Payne,RM,81.0,69.0,90.0,79.0,35.0,354.0
6965,20 S. Carruthers,SUB,77.0,67.0,74.0,68.0,76.0,362.0
6966,M. Grüll,LM,81.0,84.0,66.0,81.0,32.0,344.0
6967,T. Jurić,ST,54.0,69.0,54.0,69.0,65.0,311.0
6968,21 Park Dong Jin,ST,73.0,73.0,66.0,82.0,80.0,374.0
6969,J. McGarry,SUB,85.0,80.0,75.0,79.0,59.0,378.0
6970,Akieme,LB,78.0,78.0,72.0,76.0,71.0,375.0
6971,M. Mevlja,SUB,71.0,69.0,65.0,71.0,63.0,339.0
6972,M. Jay,CAM,83.0,82.0,93.0,90.0,45.0,393.0
6973,G. Perrin,LM,85.0,83.0,81.0,70.0,47.0,366.0
6974,J. Brimmer,RCM,68.0,68.0,62.0,67.0,57.0,322.0
6975,T. Olsen,ST,77.0,75.0,65.0,75.0,74.0,366.0
6976,L. Flach,LCM,78.0,84.0,72.0,85.0,62.0,381.0
6977,D. Van den Buijs,SUB,63.0,59.0,64.0,63.0,59.0,308.0
6978,21 Dorca,SUB,47.0,30.0,65.0,77.0,75.0,294.0
6979,Saúl Crespo,SUB,61.0,61.0,59.0,65.0,72.0,318.0
6980,A. Ogbonna,LCB,50.0,61.0,52.0,64.0,78.0,305.0
6981,D. Kasumu,RES,71.0,66.0,76.0,70.0,73.0,356.0
6982,21 C. Schwegler,RB,73.0,72.0,71.0,76.0,80.0,372.0
6983,21 Bruno Viana,CB,65.0,66.0,53.0,80.0,78.0,342.0
6984,Matos,SUB,75.0,79.0,80.0,89.0,73.0,396.0
6985,21 T. Mokeke,SUB,74.0,70.0,68.0,77.0,38.0,327.0
6986,D. Lopy,SUB,66.0,59.0,56.0,67.0,65.0,313.0
6987,I. Franco,SUB,81.0,79.0,78.0,52.0,78.0,368.0
6988,S. Memišević,LCB,51.0,65.0,43.0,87.0,82.0,328.0
6989,R. Czichos,LCB,52.0,65.0,60.0,67.0,72.0,316.0
6990,W. Saïd,RES,74.0,75.0,80.0,61.0,44.0,334.0
6991,R. Schallenberg,LDM,65.0,59.0,61.0,87.0,57.0,329.0
6992,G. Jones,RB,74.0,74.0,72.0,84.0,74.0,378.0
6993,M. Lemos,RCB,57.0,62.0,67.0,57.0,70.0,313.0
6994,S. Mannsverk,SUB,69.0,64.0,69.0,69.0,60.0,331.0
6995,Raúl Albiol,RCB,48.0,34.0,49.0,51.0,81.0,263.0
6996,J. Pereyra,SUB,63.0,63.0,68.0,72.0,65.0,331.0
6997,Xie Pengfei,RM,80.0,79.0,76.0,79.0,50.0,364.0
6998,A. Vacca,CM,72.0,71.0,60.0,87.0,69.0,359.0
6999,T. Kalas,RCB,70.0,72.0,67.0,75.0,70.0,354.0
7000,Andrés Martín,SUB,79.0,78.0,75.0,70.0,52.0,354.0
7001,J. Marquis,ST,63.0,65.0,60.0,85.0,83.0,356.0
7002,M. Nakajima,SUB,66.0,65.0,73.0,69.0,47.0,320.0
7003,P. Sander,RES,80.0,78.0,73.0,87.0,49.0,367.0
7004,Thiago Andrade,SUB,82.0,83.0,83.0,60.0,65.0,373.0
7005,Carlos Ponck,SUB,67.0,69.0,61.0,70.0,78.0,345.0
7006,R. McGowan,SUB,59.0,69.0,58.0,83.0,79.0,348.0
7007,A. Cornelius,ST,61.0,67.0,49.0,64.0,72.0,313.0
7008,21 S. Souprayen,SUB,68.0,69.0,72.0,72.0,70.0,351.0
7009,R. Koch,SUB,54.0,75.0,64.0,73.0,73.0,339.0
7010,C. Booth,LWB,69.0,68.0,73.0,76.0,72.0,358.0
7011,A. O'Brien,SUB,75.0,71.0,73.0,73.0,66.0,358.0
7012,J. Lonwijk,LCM,69.0,72.0,65.0,75.0,65.0,346.0
7013,D. Kopacz,RM,78.0,69.0,81.0,84.0,49.0,361.0
7014,21 C. Taylor,SUB,68.0,62.0,70.0,57.0,59.0,316.0
7015,V. Oliver,LS,68.0,70.0,65.0,72.0,71.0,346.0
7016,Marcelo,RES,43.0,42.0,40.0,66.0,85.0,276.0
7017,F. Pellistri,SUB,78.0,79.0,84.0,74.0,42.0,357.0
7018,I. Pussetto,ST,79.0,77.0,76.0,67.0,33.0,332.0
7019,A. Christensen,SUB,60.0,69.0,61.0,68.0,73.0,331.0
7020,G. Thomson,RM,76.0,75.0,74.0,90.0,48.0,363.0
7021,L. Boyce,ST,67.0,65.0,78.0,64.0,73.0,347.0
7022,B. Waine,RS,80.0,77.0,80.0,69.0,54.0,360.0
7023,R. Gergel,LS,74.0,76.0,71.0,78.0,55.0,354.0
7024,H. Mendyl,SUB,85.0,85.0,72.0,64.0,80.0,386.0
7025,19 P. Mlapa,ST,70.0,80.0,62.0,65.0,78.0,355.0
7026,S. Adekugbe,LB,87.0,85.0,81.0,81.0,67.0,401.0
7027,20 A. Richards,RB,66.0,68.0,69.0,65.0,65.0,333.0
7028,David Simón,SUB,73.0,76.0,69.0,89.0,70.0,377.0
7029,21 L. Gassama,RB,73.0,78.0,75.0,77.0,79.0,382.0
7030,J. Ward,RWB,82.0,86.0,83.0,82.0,33.0,366.0
7031,21 G. Jara,SUB,62.0,46.0,64.0,60.0,90.0,322.0
7032,R. Amaral,CAM,57.0,43.0,59.0,29.0,53.0,241.0
7033,A. Slimane,SUB,64.0,63.0,61.0,68.0,60.0,316.0
7034,J. O'Connell,SUB,59.0,63.0,54.0,72.0,82.0,330.0
7035,21 C. Lepoint,RDM,32.0,34.0,31.0,75.0,75.0,247.0
7036,H. Mier,RCB,50.0,67.0,66.0,67.0,65.0,315.0
7037,C. Colkett,SUB,64.0,47.0,73.0,69.0,44.0,297.0
7038,21 Chong Te Se,SUB,48.0,69.0,59.0,64.0,75.0,315.0
7039,Chen Binbin,SUB,84.0,82.0,82.0,68.0,64.0,380.0
7040,A. Toșca,SUB,71.0,70.0,67.0,66.0,69.0,343.0
7041,G. Bergessio,RS,61.0,41.0,34.0,40.0,77.0,253.0
7042,F. Koch,RB,69.0,77.0,71.0,82.0,64.0,363.0
7043,S. Kaikai,SUB,80.0,80.0,82.0,56.0,32.0,330.0
7044,Welinton Júnior,SUB,82.0,78.0,88.0,66.0,45.0,359.0
7045,M. Broberg,SUB,68.0,70.0,66.0,66.0,57.0,327.0
7046,S. Diarra,SUB,88.0,85.0,85.0,72.0,61.0,391.0
7047,Gumbau,RES,33.0,40.0,54.0,53.0,60.0,240.0
7048,P. Baysse,SUB,36.0,48.0,55.0,58.0,79.0,276.0
7049,19 Joan Román,RM,78.0,76.0,78.0,66.0,44.0,342.0
7050,R. Pereira de Sa,SUB,75.0,72.0,75.0,55.0,62.0,339.0
7051,M. Léris,RES,54.0,40.0,60.0,67.0,55.0,276.0
7052,A. Obispo,SUB,71.0,77.0,69.0,71.0,70.0,358.0
7053,J. Vuković,RDM,58.0,53.0,59.0,75.0,82.0,327.0
7054,R. Villagra,LDM,68.0,64.0,62.0,74.0,73.0,341.0
7055,F. Zampedri,ST,66.0,69.0,67.0,50.0,75.0,327.0
7056,19 M. Sperduti,RM,77.0,74.0,80.0,72.0,33.0,336.0
7057,H. Balić,SUB,90.0,89.0,73.0,64.0,29.0,345.0
7058,S. Abdulhamid,RB,83.0,85.0,80.0,85.0,55.0,388.0
7059,L. Schlüter,SUB,65.0,65.0,66.0,72.0,65.0,333.0
7060,D. Charles,LS,73.0,76.0,71.0,86.0,72.0,378.0
7061,A. Nabbout,LW,72.0,80.0,73.0,75.0,64.0,364.0
7062,21 B. Pringle,SUB,63.0,61.0,75.0,53.0,66.0,318.0
7063,20 S. Sutter,RB,58.0,59.0,67.0,84.0,67.0,335.0
7064,D. Musto,SUB,40.0,48.0,49.0,69.0,81.0,287.0
7065,V. Jacob,RM,80.0,72.0,75.0,65.0,32.0,324.0
7066,12 Rivaldo,LAM,55.0,34.0,45.0,56.0,37.0,227.0
7067,16 Marinho,RW,80.0,79.0,81.0,64.0,42.0,346.0
7068,David Costas,RCB,68.0,70.0,66.0,59.0,69.0,332.0
7069,Kiko Bondoso,RW,78.0,76.0,67.0,70.0,45.0,336.0
7070,Lisandro Semedo,RES,83.0,83.0,79.0,70.0,65.0,380.0
7071,19 I. Uche,RS,72.0,70.0,80.0,61.0,51.0,334.0
7072,K. Rekik,RES,61.0,71.0,65.0,68.0,83.0,348.0
7073,21 R. Ghoochannejhad,SUB,65.0,67.0,70.0,60.0,46.0,308.0
7074,N. Bätzner,RCM,76.0,68.0,79.0,68.0,41.0,332.0
7075,N. Adams,RWB,66.0,65.0,61.0,74.0,51.0,317.0
7076,L. Bolton,RES,82.0,80.0,75.0,60.0,65.0,362.0
7077,A. Corzo,RB,68.0,66.0,61.0,69.0,73.0,337.0
7078,S. Savić,RCB,60.0,67.0,59.0,53.0,86.0,325.0
7079,L. Dos Santos,SUB,56.0,53.0,70.0,75.0,71.0,325.0
7080,K. Hause,SUB,54.0,66.0,53.0,61.0,78.0,312.0
7081,21 Kim In Seong,LM,92.0,94.0,88.0,69.0,39.0,382.0
7082,Carlinhos Junior,SUB,86.0,88.0,78.0,82.0,48.0,382.0
7083,J. Brown,RES,67.0,68.0,78.0,68.0,68.0,349.0
7084,J. Allevinah,LM,88.0,84.0,77.0,61.0,48.0,358.0
7085,R. Gojani,SUB,75.0,66.0,85.0,79.0,57.0,362.0
7086,M. Oyola,SUB,62.0,64.0,64.0,61.0,51.0,302.0
7087,B. Innocent,RCM,79.0,73.0,77.0,74.0,91.0,394.0
7088,B. Morris,SUB,69.0,69.0,76.0,75.0,61.0,350.0
7089,Dani Ramírez,SUB,70.0,66.0,71.0,61.0,45.0,313.0
7090,U. Akyol,SUB,64.0,70.0,63.0,68.0,68.0,333.0
7091,L. Sibley,RM,70.0,63.0,72.0,64.0,72.0,341.0
7092,S. O'Keefe,SUB,58.0,52.0,75.0,74.0,70.0,329.0
7093,M. Miranda,LM,72.0,66.0,67.0,72.0,54.0,331.0
7094,A. Kawaya,SUB,81.0,78.0,74.0,41.0,63.0,337.0
7095,A. Cambiaso,RB,69.0,67.0,68.0,58.0,58.0,320.0
7096,A. Čolak,ST,67.0,74.0,64.0,78.0,71.0,354.0
7097,D. Irandust,SUB,76.0,73.0,71.0,71.0,45.0,336.0
7098,Leôncio Lobeiro,SUB,85.0,81.0,78.0,68.0,56.0,368.0
7099,L. Díaz,SUB,89.0,89.0,86.0,67.0,60.0,391.0
7100,M. Raynov,SUB,67.0,71.0,69.0,81.0,81.0,369.0
7101,K. Çalhanoğlu,SUB,77.0,69.0,74.0,68.0,56.0,344.0
7102,D. Caicedo,LW,84.0,83.0,87.0,73.0,46.0,373.0
7103,18 E. Ben Nabouhane,RES,86.0,82.0,80.0,65.0,39.0,352.0
7104,F. Jensen,CDM,55.0,53.0,65.0,75.0,58.0,306.0
7105,P. Płacheta,RES,91.0,94.0,89.0,90.0,46.0,410.0
7106,S. Kavanagh,LWB,62.0,66.0,69.0,60.0,60.0,317.0
7107,H. Silva,RM,73.0,74.0,67.0,77.0,82.0,373.0
7108,J. McEachran,SUB,61.0,54.0,77.0,52.0,56.0,300.0
7109,S. Ingelsson,SUB,68.0,68.0,71.0,85.0,70.0,362.0
7110,Rodrigo Pinho,RES,67.0,64.0,65.0,62.0,36.0,294.0
7111,J. Evans,SUB,51.0,53.0,45.0,67.0,82.0,298.0
7112,G. Maroni,SUB,80.0,72.0,86.0,62.0,40.0,340.0
7113,21 J. O'Toole,SUB,55.0,50.0,66.0,70.0,83.0,324.0
7114,21 Gabrielzinho,SUB,88.0,90.0,90.0,60.0,58.0,386.0
7115,Tiago Pombeira,LAM,75.0,73.0,81.0,59.0,37.0,325.0
7116,I. Sacko,RES,80.0,82.0,81.0,57.0,47.0,347.0
7117,A. Benchaib,SUB,78.0,74.0,80.0,59.0,55.0,346.0
7118,J. Torres,RS,81.0,89.0,92.0,66.0,40.0,368.0
7119,Rafanilton Vilela,RS,82.0,82.0,71.0,62.0,33.0,330.0
7120,20 A. Gordyushenko,RES,58.0,60.0,63.0,66.0,62.0,309.0
7121,J. Nardoni,SUB,74.0,70.0,80.0,70.0,64.0,358.0
7122,S. Nicholson,LW,91.0,82.0,83.0,65.0,65.0,386.0
7123,B. Fadiga,RES,77.0,73.0,86.0,68.0,65.0,369.0
7124,E. Cetré,SUB,83.0,84.0,74.0,80.0,41.0,362.0
7125,19 Javi Álamo,RES,70.0,76.0,60.0,69.0,58.0,333.0
7126,21 M. McGlinchey,SUB,60.0,59.0,75.0,61.0,56.0,311.0
7127,C. Fai,SUB,87.0,83.0,91.0,74.0,78.0,413.0
7128,J. Chapman,SUB,62.0,64.0,64.0,66.0,69.0,325.0
7129,A. Ferati,SUB,78.0,68.0,92.0,61.0,53.0,352.0
7130,Guillermo,SUB,71.0,73.0,74.0,81.0,58.0,357.0
7131,Iván Calero,SUB,70.0,72.0,77.0,72.0,37.0,328.0
7132,R. Insigne,CAM,84.0,80.0,81.0,57.0,28.0,330.0
7133,Y. Gboho,CAM,80.0,76.0,81.0,63.0,50.0,350.0
7134,D. Prokop,SUB,84.0,81.0,88.0,68.0,61.0,382.0
7135,L. Đorđević,ST,77.0,79.0,75.0,66.0,33.0,330.0
7136,I. Erquiaga,SUB,77.0,78.0,72.0,70.0,59.0,356.0
7137,M. Könnecke,SUB,89.0,87.0,81.0,76.0,58.0,391.0
7138,M. Uhre,LS,87.0,91.0,73.0,77.0,64.0,392.0
7139,A. Pelmard,LCB,74.0,79.0,69.0,68.0,66.0,356.0
7140,I. Drešević,LCB,46.0,51.0,61.0,68.0,72.0,298.0
7141,J. Quiñónez,RCM,80.0,78.0,64.0,76.0,65.0,363.0
7142,A. Barreca,LB,71.0,73.0,74.0,63.0,59.0,340.0
7143,C. Operi,RES,73.0,80.0,66.0,77.0,56.0,352.0
7144,N. Bärkroth,LW,89.0,77.0,84.0,70.0,54.0,374.0
7145,A. Irving,RES,59.0,55.0,66.0,40.0,43.0,263.0
7146,J. Taylor,SUB,74.0,68.0,75.0,75.0,54.0,346.0
7147,20 Alejandro Rodríguez,LS,74.0,76.0,77.0,71.0,45.0,343.0
7148,N. Gallardo,SUB,69.0,69.0,69.0,68.0,79.0,354.0
7149,Olabe,SUB,65.0,55.0,72.0,70.0,47.0,309.0
7150,G. Byers,SUB,64.0,65.0,60.0,72.0,45.0,306.0
7151,D. Grétarsson,RES,66.0,70.0,68.0,69.0,65.0,338.0
7152,N. Celic,RES,62.0,53.0,56.0,81.0,72.0,324.0
7153,K. Akpoguma,SUB,75.0,86.0,54.0,65.0,69.0,349.0
7154,P. Mukairu,LM,81.0,87.0,78.0,68.0,53.0,367.0
7155,J. Gammelby,SUB,76.0,76.0,58.0,74.0,70.0,354.0
7156,M. Jeahze,LM,84.0,85.0,80.0,89.0,72.0,410.0
7157,M. Agu,RES,65.0,64.0,69.0,68.0,74.0,340.0
7158,20 Gustavo Hebling,RES,56.0,55.0,65.0,54.0,65.0,295.0
7159,A. Rodman,RWB,69.0,68.0,75.0,71.0,54.0,337.0
7160,R. Nouri,LM,71.0,68.0,81.0,47.0,49.0,316.0
7161,F. Avenatti,SUB,48.0,50.0,52.0,70.0,72.0,292.0
7162,Javi Serrano,RES,74.0,68.0,64.0,59.0,71.0,336.0
7163,I. Henderson,ST,55.0,63.0,70.0,78.0,63.0,329.0
7164,R. Ledezma,RES,78.0,72.0,84.0,60.0,44.0,338.0
7165,L. Emini,SUB,66.0,63.0,72.0,72.0,67.0,340.0
7166,Bruno Ramires,RDM,59.0,55.0,60.0,73.0,74.0,321.0
7167,G. Mancini,RCB,59.0,65.0,34.0,86.0,85.0,329.0
7168,19 A. Barzagli,RES,61.0,74.0,52.0,53.0,66.0,306.0
7169,21 D. Nagy,SUB,83.0,80.0,73.0,78.0,49.0,363.0
7170,C. O'Keeffe,RWB,77.0,77.0,64.0,72.0,59.0,349.0
7171,L. Shankland,SUB,74.0,70.0,70.0,80.0,70.0,364.0
7172,Luiz Felipe,RCB,70.0,75.0,65.0,58.0,81.0,349.0
7173,Neto Borges,SUB,69.0,68.0,70.0,76.0,64.0,347.0
7174,21 K. Soni,RES,78.0,77.0,75.0,64.0,57.0,351.0
7175,D. Ndoye,SUB,78.0,78.0,73.0,59.0,56.0,344.0
7176,A. Jędrzejczyk,RCB,62.0,52.0,56.0,72.0,81.0,323.0
7177,S. Eriksson,SUB,60.0,53.0,62.0,66.0,82.0,323.0
7178,21 S. Wagstaff,LCM,73.0,73.0,77.0,70.0,47.0,340.0
7179,S. Ameobi,SUB,75.0,83.0,76.0,71.0,48.0,353.0
7180,A. Da Cruz,ST,75.0,76.0,74.0,60.0,60.0,345.0
7181,G. Chakvetadze,SUB,72.0,70.0,74.0,34.0,38.0,288.0
7182,21 O. Khan,SUB,76.0,72.0,83.0,72.0,37.0,340.0
7183,D. Hylton,SUB,62.0,63.0,68.0,69.0,80.0,342.0
7184,21 Diego Ângelo,LCB,33.0,34.0,30.0,67.0,75.0,239.0
7185,A. Spörle,SUB,72.0,74.0,66.0,74.0,61.0,347.0
7186,21 T. Bijleveld,SUB,64.0,67.0,70.0,65.0,43.0,309.0
7187,A. De Bruyn,SUB,79.0,68.0,80.0,59.0,42.0,328.0
7188,J. Indacoechea,SUB,74.0,72.0,68.0,73.0,70.0,357.0
7189,M. Domínguez,SUB,74.0,75.0,80.0,61.0,61.0,351.0
7190,F. Wadja,SUB,65.0,65.0,64.0,84.0,74.0,352.0
7191,E. Kwateng,SUB,62.0,63.0,69.0,70.0,64.0,328.0
7192,A. Belmonte,CAM,49.0,60.0,67.0,76.0,54.0,306.0
7193,M. Ruggeri,RES,61.0,69.0,52.0,68.0,65.0,315.0
7194,21 J. Bunney,SUB,67.0,68.0,48.0,71.0,68.0,322.0
7195,20 S. Schuppan,LCB,54.0,54.0,64.0,76.0,70.0,318.0
7196,E. Tallig,SUB,76.0,68.0,85.0,83.0,49.0,361.0
7197,N. Mbuku,RW,80.0,77.0,85.0,60.0,41.0,343.0
7198,D. Kempe,LM,62.0,68.0,58.0,72.0,75.0,335.0
7199,A. Cougo,RES,78.0,80.0,76.0,81.0,69.0,384.0
7200,O. John,LW,73.0,72.0,69.0,56.0,37.0,307.0
7201,G. Kyriakopoulos,SUB,70.0,70.0,64.0,69.0,70.0,343.0
7202,20 C. Rodríguez,SUB,70.0,74.0,72.0,72.0,60.0,348.0
7203,A. Collins,ST,81.0,82.0,73.0,84.0,63.0,383.0
7204,Kiko Olivas,CB,44.0,50.0,53.0,71.0,68.0,286.0
7205,21 N. Eardley,RWB,56.0,62.0,73.0,73.0,59.0,323.0
7206,P. Šulc,LW,73.0,71.0,75.0,71.0,51.0,341.0
7207,I. Bel Hassani,SUB,65.0,61.0,71.0,47.0,56.0,300.0
7208,A. Hughes,LCB,63.0,68.0,67.0,76.0,69.0,343.0
7209,S. Salger,LCB,68.0,69.0,67.0,65.0,67.0,336.0
7210,Lee Ho,SUB,40.0,55.0,68.0,44.0,70.0,277.0
7211,R. Gumny,RCB,85.0,77.0,79.0,79.0,41.0,361.0
7212,Vanderleiton,LCB,61.0,62.0,65.0,53.0,77.0,318.0
7213,O. Albornoz,SUB,74.0,77.0,71.0,78.0,52.0,352.0
7214,T. Skarke,SUB,86.0,85.0,80.0,84.0,44.0,379.0
7215,C. Gomes,SUB,67.0,61.0,76.0,55.0,69.0,328.0
7216,H. Zuck,LB,73.0,71.0,82.0,70.0,54.0,350.0
7217,Jadson Vidigal,ST,78.0,76.0,69.0,62.0,55.0,340.0
7218,21 L. Quezada,RES,73.0,74.0,71.0,68.0,54.0,340.0
7219,D. Bamba,ST,89.0,84.0,83.0,76.0,58.0,390.0
7220,19 M. Maâzou,LS,83.0,81.0,69.0,73.0,73.0,379.0
7221,M. Tavernier,RM,79.0,80.0,71.0,67.0,39.0,336.0
7222,G. Bong,SUB,56.0,60.0,62.0,57.0,67.0,302.0
7223,19 D. Diagné,SUB,76.0,75.0,74.0,55.0,63.0,343.0
7224,N. Wako,SUB,82.0,83.0,85.0,87.0,52.0,389.0
7225,17 Bruno Henrique,RES,86.0,84.0,85.0,62.0,42.0,359.0
7226,R. McLaughlin,SUB,81.0,76.0,74.0,70.0,60.0,361.0
7227,A. Trouillet,SUB,67.0,64.0,77.0,59.0,57.0,324.0
7228,J. Żubrowski,RES,53.0,53.0,68.0,81.0,74.0,329.0
7229,Róber,LCB,60.0,54.0,55.0,60.0,69.0,298.0
7230,L. Ugochukwu,SUB,68.0,67.0,67.0,69.0,66.0,337.0
7231,Leonardo,ST,70.0,71.0,70.0,52.0,63.0,326.0
7232,K. Stewart,SUB,67.0,64.0,67.0,65.0,69.0,332.0
7233,A. Erlingmark,SUB,56.0,69.0,61.0,75.0,79.0,340.0
