,Name,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total,Acceleration Proportion,SprintSpeed Proportion,Agility Proportion,Stamina Proportion,Aggression Proportion
8194,Bernabé,45.0,46.0,30.0,45.0,21.0,187.0,0.24064171122994651,0.24598930481283424,0.16042780748663102,0.24064171122994651,0.11229946524064172
8195,K. Matsubara,72.0,71.0,64.0,74.0,58.0,339.0,0.21238938053097345,0.20943952802359883,0.1887905604719764,0.2182890855457227,0.1710914454277286
8196,E. Purita,77.0,73.0,62.0,77.0,58.0,347.0,0.2219020172910663,0.21037463976945245,0.1786743515850144,0.2219020172910663,0.16714697406340057
8197,S. Guri,61.0,61.0,58.0,66.0,46.0,292.0,0.2089041095890411,0.2089041095890411,0.19863013698630136,0.22602739726027396,0.15753424657534246
8198,C. Albanis,70.0,67.0,62.0,66.0,43.0,308.0,0.22727272727272727,0.21753246753246752,0.2012987012987013,0.21428571428571427,0.1396103896103896
8199,F. Holthaus,70.0,78.0,68.0,80.0,73.0,369.0,0.1897018970189702,0.21138211382113822,0.1842818428184282,0.21680216802168023,0.1978319783197832
8200,L. da Silva Lopes,90.0,85.0,90.0,66.0,35.0,366.0,0.2459016393442623,0.23224043715846995,0.2459016393442623,0.18032786885245902,0.09562841530054644
8201,S. MacDonald,61.0,54.0,66.0,64.0,67.0,312.0,0.1955128205128205,0.17307692307692307,0.21153846153846154,0.20512820512820512,0.21474358974358973
8202,M. Reynolds,69.0,67.0,74.0,66.0,60.0,336.0,0.20535714285714285,0.19940476190476192,0.22023809523809523,0.19642857142857142,0.17857142857142858
8203,M. Janota,72.0,71.0,81.0,70.0,66.0,360.0,0.2,0.19722222222222222,0.225,0.19444444444444445,0.18333333333333332
8204,Piao Cheng,71.0,75.0,78.0,75.0,73.0,372.0,0.19086021505376344,0.20161290322580644,0.20967741935483872,0.20161290322580644,0.19623655913978494
8205,M. McNulty,79.0,75.0,72.0,77.0,79.0,382.0,0.20680628272251309,0.19633507853403143,0.18848167539267016,0.20157068062827224,0.20680628272251309
8206,Alan Schons,65.0,67.0,64.0,65.0,66.0,327.0,0.19877675840978593,0.20489296636085627,0.19571865443425077,0.19877675840978593,0.2018348623853211
8207,L. Heredia,73.0,75.0,69.0,65.0,51.0,333.0,0.21921921921921922,0.22522522522522523,0.2072072072072072,0.19519519519519518,0.15315315315315314
8208,T. Elliott,77.0,77.0,74.0,72.0,68.0,368.0,0.20923913043478262,0.20923913043478262,0.20108695652173914,0.1956521739130435,0.18478260869565216
8209,R. Lundström,86.0,85.0,71.0,87.0,63.0,392.0,0.2193877551020408,0.21683673469387754,0.18112244897959184,0.22193877551020408,0.16071428571428573
8210,S. Ganz,78.0,74.0,83.0,77.0,32.0,344.0,0.22674418604651161,0.21511627906976744,0.24127906976744187,0.2238372093023256,0.09302325581395349
8211,A. El Kaabi,63.0,65.0,65.0,65.0,26.0,284.0,0.22183098591549297,0.22887323943661972,0.22887323943661972,0.22887323943661972,0.09154929577464789
8212,P. Testroet,66.0,73.0,68.0,73.0,70.0,350.0,0.18857142857142858,0.20857142857142857,0.19428571428571428,0.20857142857142857,0.2
8213,S. Benyamina,70.0,77.0,64.0,66.0,63.0,340.0,0.20588235294117646,0.22647058823529412,0.18823529411764706,0.19411764705882353,0.18529411764705883
8214,C. Sepúlveda,69.0,72.0,64.0,80.0,71.0,356.0,0.19382022471910113,0.20224719101123595,0.1797752808988764,0.2247191011235955,0.199438202247191
8215,E. Assifuah,85.0,90.0,85.0,74.0,52.0,386.0,0.22020725388601037,0.23316062176165803,0.22020725388601037,0.19170984455958548,0.13471502590673576
8216,L. Robles,69.0,67.0,73.0,75.0,75.0,359.0,0.19220055710306408,0.18662952646239556,0.20334261838440112,0.20891364902506965,0.20891364902506965
8217,V. N'Simba,78.0,80.0,82.0,73.0,74.0,387.0,0.20155038759689922,0.20671834625322996,0.21188630490956073,0.18863049095607234,0.19121447028423771
8218,C. Handke,38.0,59.0,40.0,69.0,63.0,269.0,0.1412639405204461,0.21933085501858737,0.14869888475836432,0.25650557620817843,0.2342007434944238
8219,S. Córdova,76.0,78.0,66.0,53.0,42.0,315.0,0.24126984126984127,0.24761904761904763,0.20952380952380953,0.16825396825396827,0.13333333333333333
8220,K. Kratz,63.0,54.0,72.0,59.0,69.0,317.0,0.19873817034700317,0.17034700315457413,0.22712933753943218,0.1861198738170347,0.21766561514195584
8221,M. Lowe,76.0,79.0,66.0,61.0,60.0,342.0,0.2222222222222222,0.2309941520467836,0.19298245614035087,0.1783625730994152,0.17543859649122806
8222,Claude Gonçalves,69.0,65.0,71.0,69.0,73.0,347.0,0.1988472622478386,0.1873198847262248,0.20461095100864554,0.1988472622478386,0.21037463976945245
8223,D. Swanson,75.0,76.0,87.0,60.0,76.0,374.0,0.20053475935828877,0.20320855614973263,0.232620320855615,0.16042780748663102,0.20320855614973263
8224,G. Trauner,55.0,70.0,60.0,84.0,81.0,350.0,0.15714285714285714,0.2,0.17142857142857143,0.24,0.23142857142857143
8225,Accioly,31.0,31.0,45.0,52.0,66.0,225.0,0.13777777777777778,0.13777777777777778,0.2,0.2311111111111111,0.29333333333333333
8226,G. Iñíguez,68.0,68.0,76.0,73.0,64.0,349.0,0.19484240687679083,0.19484240687679083,0.2177650429799427,0.20916905444126074,0.1833810888252149
8227,D. Furlong,71.0,76.0,71.0,68.0,55.0,341.0,0.20821114369501467,0.22287390029325513,0.20821114369501467,0.19941348973607037,0.16129032258064516
8228,J. Larsson,78.0,80.0,79.0,62.0,64.0,363.0,0.21487603305785125,0.22038567493112948,0.21763085399449036,0.17079889807162535,0.1763085399449036
8229,Matheus Índio,76.0,75.0,77.0,64.0,47.0,339.0,0.22418879056047197,0.22123893805309736,0.22713864306784662,0.1887905604719764,0.13864306784660768
8230,Guarrotxena,79.0,76.0,80.0,71.0,70.0,376.0,0.21010638297872342,0.20212765957446807,0.2127659574468085,0.18882978723404256,0.18617021276595744
8231,D. McGowan,44.0,48.0,55.0,76.0,69.0,292.0,0.1506849315068493,0.1643835616438356,0.18835616438356165,0.2602739726027397,0.2363013698630137
8232,B. Sankoh,68.0,51.0,63.0,61.0,65.0,308.0,0.22077922077922077,0.16558441558441558,0.20454545454545456,0.19805194805194806,0.21103896103896103
8233,G. Evans,83.0,85.0,74.0,90.0,78.0,410.0,0.20243902439024392,0.2073170731707317,0.18048780487804877,0.21951219512195122,0.1902439024390244
8234,J. Gómez,70.0,70.0,70.0,75.0,54.0,339.0,0.20648967551622419,0.20648967551622419,0.20648967551622419,0.22123893805309736,0.1592920353982301
8235,A. Márquez,72.0,66.0,74.0,81.0,72.0,365.0,0.19726027397260273,0.18082191780821918,0.20273972602739726,0.2219178082191781,0.19726027397260273
8236,O. Čelůstka,64.0,62.0,62.0,65.0,72.0,325.0,0.19692307692307692,0.19076923076923077,0.19076923076923077,0.2,0.22153846153846155
8237,F. Öztorun,65.0,67.0,72.0,81.0,61.0,346.0,0.18786127167630057,0.1936416184971098,0.20809248554913296,0.23410404624277456,0.17630057803468208
8238,C. Mafla,70.0,68.0,72.0,78.0,58.0,346.0,0.2023121387283237,0.19653179190751446,0.20809248554913296,0.2254335260115607,0.1676300578034682
8239,I. Ochoa,70.0,63.0,66.0,57.0,61.0,317.0,0.22082018927444794,0.19873817034700317,0.2082018927444795,0.17981072555205047,0.19242902208201892
8240,Lucas Fernandes,76.0,74.0,85.0,66.0,43.0,344.0,0.22093023255813954,0.21511627906976744,0.24709302325581395,0.19186046511627908,0.125
8241,Fernando Andrade,68.0,65.0,59.0,70.0,55.0,317.0,0.21451104100946372,0.20504731861198738,0.1861198738170347,0.22082018927444794,0.17350157728706625
8242,T. Breukers,65.0,68.0,65.0,83.0,68.0,349.0,0.18624641833810887,0.19484240687679083,0.18624641833810887,0.23782234957020057,0.19484240687679083
8243,E. Salomonsson,75.0,86.0,72.0,90.0,58.0,381.0,0.1968503937007874,0.22572178477690288,0.1889763779527559,0.23622047244094488,0.15223097112860892
8244,A. Iacobucci,44.0,43.0,47.0,34.0,34.0,202.0,0.21782178217821782,0.21287128712871287,0.23267326732673269,0.16831683168316833,0.16831683168316833
8245,P. Izzo,46.0,47.0,48.0,33.0,28.0,202.0,0.22772277227722773,0.23267326732673269,0.2376237623762376,0.16336633663366337,0.13861386138613863
8246,M. Farrona Pulido,88.0,84.0,87.0,70.0,40.0,369.0,0.23848238482384823,0.22764227642276422,0.23577235772357724,0.1897018970189702,0.10840108401084012
8247,S. Diarra,65.0,66.0,75.0,80.0,74.0,360.0,0.18055555555555555,0.18333333333333332,0.20833333333333334,0.2222222222222222,0.20555555555555555
8248,Frederico Rendel,79.0,76.0,68.0,78.0,63.0,364.0,0.21703296703296704,0.2087912087912088,0.18681318681318682,0.21428571428571427,0.17307692307692307
8249,R. Tait,76.0,76.0,71.0,91.0,65.0,379.0,0.20052770448548812,0.20052770448548812,0.18733509234828497,0.24010554089709762,0.17150395778364116
8250,Y. Kurtuluş,58.0,63.0,63.0,65.0,68.0,317.0,0.1829652996845426,0.19873817034700317,0.19873817034700317,0.20504731861198738,0.21451104100946372
8251,M. Starke,74.0,78.0,65.0,80.0,49.0,346.0,0.2138728323699422,0.2254335260115607,0.18786127167630057,0.23121387283236994,0.1416184971098266
8252,J. Wilson,74.0,73.0,69.0,62.0,34.0,312.0,0.23717948717948717,0.23397435897435898,0.22115384615384615,0.1987179487179487,0.10897435897435898
8253,E. Tozlu,63.0,68.0,69.0,47.0,46.0,293.0,0.2150170648464164,0.23208191126279865,0.2354948805460751,0.16040955631399317,0.15699658703071673
8254,Javi Flores,69.0,67.0,76.0,69.0,33.0,314.0,0.2197452229299363,0.21337579617834396,0.24203821656050956,0.2197452229299363,0.10509554140127389
8255,R. Cereceda,74.0,69.0,72.0,73.0,75.0,363.0,0.20385674931129477,0.19008264462809918,0.19834710743801653,0.20110192837465565,0.2066115702479339
8256,E. Padella,44.0,54.0,65.0,71.0,67.0,301.0,0.1461794019933555,0.17940199335548174,0.2159468438538206,0.23588039867109634,0.22259136212624583
8257,J. Onguéné,66.0,63.0,73.0,68.0,59.0,329.0,0.2006079027355623,0.19148936170212766,0.22188449848024316,0.2066869300911854,0.17933130699088146
8258,B. Bahn,79.0,78.0,78.0,81.0,51.0,367.0,0.21525885558583105,0.2125340599455041,0.2125340599455041,0.22070844686648503,0.13896457765667575
8259,D. Prokop,83.0,75.0,82.0,70.0,61.0,371.0,0.22371967654986524,0.20215633423180593,0.2210242587601078,0.18867924528301888,0.16442048517520216
8260,N. Seufert,69.0,66.0,71.0,73.0,48.0,327.0,0.21100917431192662,0.2018348623853211,0.21712538226299694,0.22324159021406728,0.14678899082568808
8261,S. Lobjanidze,84.0,88.0,87.0,70.0,41.0,370.0,0.22702702702702704,0.23783783783783785,0.23513513513513515,0.1891891891891892,0.11081081081081082
8262,J. Miño,77.0,69.0,77.0,91.0,83.0,397.0,0.19395465994962216,0.17380352644836272,0.19395465994962216,0.22921914357682618,0.20906801007556675
8263,M. Ullmann,82.0,81.0,65.0,72.0,71.0,371.0,0.2210242587601078,0.2183288409703504,0.1752021563342318,0.1940700808625337,0.19137466307277629
8264,M. Mandorlini,67.0,64.0,63.0,74.0,64.0,332.0,0.20180722891566266,0.1927710843373494,0.1897590361445783,0.22289156626506024,0.1927710843373494
8265,C. Mahoney,73.0,76.0,68.0,63.0,37.0,317.0,0.2302839116719243,0.23974763406940064,0.21451104100946372,0.19873817034700317,0.1167192429022082
8266,J. Fortes,75.0,82.0,68.0,75.0,74.0,374.0,0.20053475935828877,0.2192513368983957,0.18181818181818182,0.20053475935828877,0.19786096256684493
8267,G. Mastinu,67.0,66.0,62.0,62.0,35.0,292.0,0.22945205479452055,0.22602739726027396,0.21232876712328766,0.21232876712328766,0.11986301369863013
8268,Alex Doneiro,65.0,67.0,68.0,56.0,50.0,306.0,0.21241830065359477,0.21895424836601307,0.2222222222222222,0.1830065359477124,0.16339869281045752
8269,Miguel Oliveira,27.0,28.0,35.0,24.0,23.0,137.0,0.19708029197080293,0.20437956204379562,0.25547445255474455,0.17518248175182483,0.1678832116788321
8270,J. von Haacke,58.0,54.0,67.0,75.0,60.0,314.0,0.18471337579617833,0.17197452229299362,0.21337579617834396,0.23885350318471338,0.1910828025477707
8271,Jang Yun Ho,59.0,62.0,65.0,70.0,69.0,325.0,0.18153846153846154,0.19076923076923077,0.2,0.2153846153846154,0.2123076923076923
8272,F. Beijmo,76.0,89.0,66.0,88.0,58.0,377.0,0.20159151193633953,0.23607427055702918,0.17506631299734748,0.23342175066312998,0.15384615384615385
8273,D. Furman,68.0,69.0,71.0,91.0,83.0,382.0,0.17801047120418848,0.1806282722513089,0.18586387434554974,0.23821989528795812,0.21727748691099477
8274,Park Jong Woo,77.0,81.0,70.0,71.0,60.0,359.0,0.21448467966573817,0.22562674094707522,0.19498607242339833,0.1977715877437326,0.1671309192200557
8275,E. Lieftink,66.0,64.0,59.0,79.0,68.0,336.0,0.19642857142857142,0.19047619047619047,0.17559523809523808,0.23511904761904762,0.20238095238095238
8276,Diego Aguirre,78.0,82.0,79.0,62.0,51.0,352.0,0.2215909090909091,0.23295454545454544,0.22443181818181818,0.17613636363636365,0.14488636363636365
8277,Gustavo Pastinho,84.0,82.0,74.0,72.0,50.0,362.0,0.23204419889502761,0.2265193370165746,0.20441988950276244,0.19889502762430938,0.13812154696132597
8278,R. Manaj,65.0,64.0,51.0,60.0,43.0,283.0,0.22968197879858657,0.22614840989399293,0.18021201413427562,0.21201413427561838,0.1519434628975265
8279,F. Kadioglu,72.0,72.0,68.0,66.0,39.0,317.0,0.22712933753943218,0.22712933753943218,0.21451104100946372,0.2082018927444795,0.12302839116719243
8280,Alex López,59.0,69.0,62.0,61.0,46.0,297.0,0.19865319865319866,0.23232323232323232,0.20875420875420875,0.2053872053872054,0.15488215488215487
8281,D. Perkins,62.0,55.0,76.0,69.0,77.0,339.0,0.18289085545722714,0.16224188790560473,0.22418879056047197,0.20353982300884957,0.22713864306784662
8282,J. Bendik,38.0,33.0,35.0,21.0,27.0,154.0,0.24675324675324675,0.21428571428571427,0.22727272727272727,0.13636363636363635,0.17532467532467533
8283,Varela,74.0,77.0,76.0,70.0,66.0,363.0,0.20385674931129477,0.21212121212121213,0.209366391184573,0.1928374655647383,0.18181818181818182
8284,Oriol Busquets,58.0,57.0,56.0,74.0,61.0,306.0,0.1895424836601307,0.18627450980392157,0.1830065359477124,0.24183006535947713,0.19934640522875818
8285,Pipa,63.0,69.0,61.0,69.0,63.0,325.0,0.19384615384615383,0.2123076923076923,0.18769230769230769,0.2123076923076923,0.19384615384615383
8286,Pardo,51.0,56.0,53.0,53.0,80.0,293.0,0.17406143344709898,0.19112627986348124,0.18088737201365188,0.18088737201365188,0.27303754266211605
8287,T. Lam,64.0,63.0,58.0,72.0,74.0,331.0,0.1933534743202417,0.1903323262839879,0.17522658610271905,0.2175226586102719,0.22356495468277945
8288,J. Rodon,51.0,55.0,47.0,57.0,60.0,270.0,0.18888888888888888,0.2037037037037037,0.17407407407407408,0.2111111111111111,0.2222222222222222
8289,Abel Ruiz,69.0,70.0,67.0,68.0,32.0,306.0,0.22549019607843138,0.22875816993464052,0.21895424836601307,0.2222222222222222,0.10457516339869281
8290,J. Attinella,41.0,53.0,34.0,40.0,45.0,213.0,0.19248826291079812,0.24882629107981222,0.1596244131455399,0.18779342723004694,0.2112676056338028
8291,A. Mendoza,72.0,71.0,70.0,74.0,68.0,355.0,0.2028169014084507,0.2,0.19718309859154928,0.2084507042253521,0.19154929577464788
8292,P. Zinckernagel,89.0,82.0,88.0,72.0,65.0,396.0,0.22474747474747475,0.20707070707070707,0.2222222222222222,0.18181818181818182,0.16414141414141414
8293,E. Güral,65.0,59.0,66.0,64.0,71.0,325.0,0.2,0.18153846153846154,0.20307692307692307,0.19692307692307692,0.21846153846153846
8294,Ko Seung Beom,68.0,68.0,74.0,90.0,67.0,367.0,0.18528610354223432,0.18528610354223432,0.2016348773841962,0.2452316076294278,0.18256130790190736
8295,E. Zhegrova,82.0,76.0,76.0,59.0,29.0,322.0,0.2546583850931677,0.2360248447204969,0.2360248447204969,0.18322981366459629,0.09006211180124224
8296,B. Baráth,68.0,77.0,65.0,69.0,75.0,354.0,0.192090395480226,0.2175141242937853,0.18361581920903955,0.19491525423728814,0.211864406779661
8297,E. Bakker,67.0,64.0,71.0,78.0,41.0,321.0,0.2087227414330218,0.19937694704049844,0.22118380062305296,0.24299065420560748,0.1277258566978193
8298,G. Kastaneer,79.0,86.0,68.0,74.0,44.0,351.0,0.22507122507122507,0.245014245014245,0.19373219373219372,0.21082621082621084,0.12535612535612536
8299,R. Rubin,77.0,72.0,80.0,62.0,56.0,347.0,0.2219020172910663,0.207492795389049,0.23054755043227665,0.1786743515850144,0.16138328530259366
8300,F. Altamirano,45.0,45.0,43.0,39.0,28.0,200.0,0.225,0.225,0.215,0.195,0.14
8301,M. Wanitzek,76.0,74.0,79.0,70.0,49.0,348.0,0.21839080459770116,0.21264367816091953,0.22701149425287356,0.20114942528735633,0.14080459770114942
8302,H. Fujiharu,65.0,70.0,76.0,71.0,49.0,331.0,0.19637462235649547,0.21148036253776434,0.229607250755287,0.21450151057401812,0.14803625377643503
8303,C. Colmán,66.0,80.0,70.0,61.0,65.0,342.0,0.19298245614035087,0.23391812865497075,0.2046783625730994,0.1783625730994152,0.19005847953216373
8304,K. Kuchaev,83.0,73.0,70.0,68.0,71.0,365.0,0.2273972602739726,0.2,0.1917808219178082,0.1863013698630137,0.19452054794520549
8305,J. Shonga,75.0,72.0,61.0,65.0,35.0,308.0,0.2435064935064935,0.23376623376623376,0.19805194805194806,0.21103896103896103,0.11363636363636363
8306,S. Sararer,73.0,80.0,71.0,58.0,46.0,328.0,0.2225609756097561,0.24390243902439024,0.21646341463414634,0.17682926829268292,0.1402439024390244
8307,M. Grimes,57.0,61.0,77.0,72.0,53.0,320.0,0.178125,0.190625,0.240625,0.225,0.165625
8308,G. Kamara,68.0,71.0,75.0,74.0,68.0,356.0,0.19101123595505617,0.199438202247191,0.21067415730337077,0.20786516853932585,0.19101123595505617
8309,J. Salas,67.0,66.0,65.0,72.0,73.0,343.0,0.19533527696793002,0.1924198250728863,0.18950437317784258,0.2099125364431487,0.21282798833819241
8310,R. Perraud,70.0,69.0,75.0,65.0,67.0,346.0,0.2023121387283237,0.1994219653179191,0.21676300578034682,0.18786127167630057,0.1936416184971098
8311,G. Baldock,79.0,81.0,79.0,84.0,76.0,399.0,0.19799498746867167,0.20300751879699247,0.19799498746867167,0.21052631578947367,0.19047619047619047
8312,Y. Nakayama,75.0,77.0,68.0,74.0,58.0,352.0,0.21306818181818182,0.21875,0.19318181818181818,0.21022727272727273,0.16477272727272727
8313,P. Eler,71.0,69.0,64.0,59.0,39.0,302.0,0.23509933774834438,0.22847682119205298,0.2119205298013245,0.19536423841059603,0.1291390728476821
8314,Nano,72.0,75.0,62.0,67.0,77.0,353.0,0.20396600566572237,0.21246458923512748,0.17563739376770537,0.18980169971671387,0.21813031161473087
8315,X. Mlambo,72.0,70.0,61.0,62.0,51.0,316.0,0.22784810126582278,0.22151898734177214,0.1930379746835443,0.1962025316455696,0.16139240506329114
8316,O. Andrievskyi,65.0,67.0,50.0,71.0,63.0,316.0,0.20569620253164558,0.2120253164556962,0.15822784810126583,0.22468354430379747,0.19936708860759494
8317,A. Judge,63.0,58.0,74.0,54.0,68.0,317.0,0.19873817034700317,0.1829652996845426,0.2334384858044164,0.17034700315457413,0.21451104100946372
8318,E. Alvarado,51.0,52.0,58.0,40.0,45.0,246.0,0.2073170731707317,0.21138211382113822,0.23577235772357724,0.16260162601626016,0.18292682926829268
8319,Buatu,64.0,66.0,48.0,66.0,71.0,315.0,0.20317460317460317,0.20952380952380953,0.1523809523809524,0.20952380952380953,0.2253968253968254
8320,A. Czerwiński,83.0,76.0,66.0,71.0,44.0,340.0,0.24411764705882352,0.2235294117647059,0.19411764705882353,0.2088235294117647,0.12941176470588237
8321,V. Sarno,84.0,78.0,90.0,71.0,45.0,368.0,0.22826086956521738,0.21195652173913043,0.24456521739130435,0.19293478260869565,0.12228260869565218
8322,M. Pušić,64.0,70.0,70.0,76.0,79.0,359.0,0.17827298050139276,0.19498607242339833,0.19498607242339833,0.2116991643454039,0.2200557103064067
8323,E. Fryers,76.0,74.0,72.0,66.0,64.0,352.0,0.2159090909090909,0.21022727272727273,0.20454545454545456,0.1875,0.18181818181818182
8324,P. Caballero,32.0,32.0,40.0,33.0,68.0,205.0,0.15609756097560976,0.15609756097560976,0.1951219512195122,0.16097560975609757,0.33170731707317075
8325,A. El-Abd,39.0,45.0,49.0,74.0,85.0,292.0,0.13356164383561644,0.1541095890410959,0.1678082191780822,0.2534246575342466,0.2910958904109589
8326,K. Wojtkowski,86.0,75.0,77.0,55.0,68.0,361.0,0.23822714681440443,0.2077562326869806,0.21329639889196675,0.1523545706371191,0.1883656509695291
8327,T. Boss,44.0,49.0,41.0,28.0,31.0,193.0,0.22797927461139897,0.2538860103626943,0.21243523316062177,0.14507772020725387,0.16062176165803108
8328,J. Earl,72.0,85.0,67.0,76.0,82.0,382.0,0.18848167539267016,0.22251308900523561,0.17539267015706805,0.19895287958115182,0.21465968586387435
8329,S. Özkan,71.0,74.0,78.0,52.0,57.0,332.0,0.21385542168674698,0.22289156626506024,0.23493975903614459,0.1566265060240964,0.1716867469879518
8330,J. Murillo,85.0,85.0,76.0,89.0,66.0,401.0,0.2119700748129676,0.2119700748129676,0.18952618453865336,0.22194513715710723,0.16458852867830423
8331,S. Jaime,77.0,67.0,70.0,68.0,58.0,340.0,0.22647058823529412,0.19705882352941176,0.20588235294117646,0.2,0.17058823529411765
